ID,Name,Country,Collab Score,Broadcast Score,Commerce Score,Followers,Median Views,Engagement,Price,Field Tags,Video Tags
vitammyn_133,Tammy Phạm 🐰,Việt Nam,76.2,92.3,N/A,"934,1K","62,1K","6,58%",5.259.000 VND,"Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Hát nhép, Cuộc sống hàng ngày, Nhảy"
shicuteday,SHI.SHI,Việt Nam,74.2,N/A,N/A,"461,9K","60,8K","7,38%",1.000.000 VND,,"Ảnh tự chụp, Tình yêu & Mối quan hệ lãng mạn, Cuộc sống hàng ngày"
duisothua,Dúi Sợ Thua💫,Việt Nam,88.4,95.1,N/A,"933,3K","292,6K","5,78%",8.000.000 VND,,Trò chơi điện tử
vuongphamyoutuber,Vương Phạm Fastboy,Việt Nam,74.8,N/A,N/A,"1,4M","332,6K","3,20%",2.629.500 VND,Tin tức và Giải trí,"Động vật hoang dã & Thú cưng lạ, Cuộc sống hàng ngày, Kinh doanh & Tài chính"
tangphuc,Tăng Phúc,Việt Nam,75.5,N/A,N/A,"877,7K","109,8K","9,49%",3.252.042 VND,,"Âm nhạc, Phim ảnh & Truyền hình"
vanquoctygamer,Văn Quốc Tỷ,Việt Nam,71.9,N/A,N/A,"4,9M","341,5K","5,40%",7.013.478 VND,,Trò chơi điện tử
congg_showbiz__,congg SHOWBIZ,Việt Nam,79.6,91.6,N/A,"458,1K","24,2K","5,76%",6.690.008 VND,,"Tin tức giải trí, Âm nhạc, Tin tức xã hội & Sự kiện"
motvobacon1987,Một Vợ Ba Con Bồ,Việt Nam,77.7,91.7,N/A,"581,9K","29,5K","5,39%",2.366.550 VND,,"Âm nhạc, Hát nhép"
tiencabuu,Tiên Cà Bu,Việt Nam,79.5,97.9,N/A,"709,1K","323,3K","7,38%",9.105.154 VND,"May mặc & Phụ kiện, Trang phục và phụ kiện khác","Cuộc sống hàng ngày, Thể dục"
hoanganhdeptrailam,Panda Chân Lý,Việt Nam,72.9,N/A,N/A,"1,2M","1,8M","5,03%",72.866.719 VND,"Thực phẩm và Đồ uống, May mặc & Phụ kiện, Quần áo nữ","Mukbang & Nếm thức ăn, Trưng bày & đánh giá ẩm thực, Khám phá nhà hàng"
quyensachnho,Quyển Sách Nhỏ,Việt Nam,88.0,N/A,91.2,"1,2M",165K,"2,14%",10.000.000 VND,"Dịch vụ kinh doanh, Công nghệ & Đồ điện tử","Trang phục, Chất nhờn ma quái, ASMR & Thẩm mỹ"
phuongku101,Phương Ku,Việt Nam,62.6,N/A,N/A,2M,"66,4K","2,98%",15.777.000 VND,,Nhảy
gnouh1905,Dinh Thu Huong,Việt Nam,91.0,96.6,94.4,"320,9K","34,4K","12,69%",3.000.000 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, May mặc & Phụ kiện, Quần áo nữ","Ảnh tự chụp, Hát nhép, Hướng dẫn & mẹo làm đẹp"
mai_lacoste,Mai Lacoste.,Việt Nam,75.8,N/A,N/A,"762,8K","18,9K","4,05%",6.021.870 VND,,"Âm nhạc, Hát nhép"
monmen9444,Chú Tư,Việt Nam,77.6,90.9,N/A,"1,1M","712,2K","4,29%",64.372.700 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Mẹ & Bé, Chăm sóc da","Hài kịch, Gia đình"
mon.apple,𝐂𝐚𝐨 𝐁𝐚̉𝐨 𝐓𝐫𝐢𝐧𝐡 🍏,Việt Nam,75.7,93.0,N/A,"1,4M","218,9K","3,39%",7.557.118 VND,,"Âm nhạc, Mukbang & Nếm thức ăn, Gia đình"
_pham_bich_nga_,Chuyện Nhà Em Sóc 🐿️,Việt Nam,74.7,N/A,N/A,"803,4K","242,5K","3,71%",10.982.209 VND,"Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Chăm sóc da",Gia đình
annhien_boiboi,AnNhiên ❤️ BốiBối,Việt Nam,78.1,90.9,N/A,"10,6M","309,6K","4,57%",1.150.000.000 VND,,"Cuộc sống hàng ngày, Nhảy, Gia đình"
thuyychii009,Giả vờ đẹp gái…,Việt Nam,95.1,95.2,97.6,"240,1K","7,8K","18,77%",2.000.000 VND,,"Hát nhép, Nhảy, Hướng dẫn & mẹo làm đẹp"
namtrh,Nam Vlog,Việt Nam,77.2,93.0,N/A,"1,3M","284,4K","2,44%",10.736.853 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Thương mại điện tử (không dùng ứng dụng)","Nấu ăn & Công thức nấu ăn, Cuộc sống hàng ngày"
emilyng_official,Emily Nguyen,Việt Nam,76.7,91.8,N/A,"735,1K","22,7K","8,18%",70.000.000 VND,,"Trang phục, Du lịch, Nhảy"
chouchinchan,Chou Lười Makeup,Việt Nam,86.2,91.6,N/A,"612,6K","189,6K","6,01%",8.901.327 VND,"Thiết bị, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Mỹ phẩm",Hướng dẫn & mẹo làm đẹp
man.nhu,ᥫ᭡𝕸𝖆̂̃𝖓 𝕹𝖍𝖚🐯,Việt Nam,74.8,N/A,N/A,915K,"45,9K","2,64%",3.748.778 VND,"Sức khỏe, Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Cuộc sống hàng ngày, Gia đình, Hát nhép"
thaonguyensport,Thảo Nguyên Gymer,Việt Nam,80.5,94.4,N/A,699K,"36,3K","5,24%",50.000.000 VND,,"Ảnh tự chụp, Thể dục"
quyennamstation,Quyen & Nam Station,Việt Nam,81.7,93.0,N/A,"552,1K","117,2K","9,57%",4.891.848 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Chăm sóc da",Tình yêu & Mối quan hệ lãng mạn
lymacsau979797,Lý Mạc Sầu _GM,Việt Nam,92.6,91.6,93.6,"881,2K","233,1K","7,46%",2.000.000 VND,,Trò chơi điện tử
dj.hye_na99,Dj hyena99,Việt Nam,72.4,N/A,N/A,"909,7K","181,8K","4,75%",6.335.283 VND,,
2sao.vn,2Sao.vn,Việt Nam,75.4,N/A,N/A,"1,2M",26K,"2,25%",1.610.459 VND,,"Tin tức giải trí, Tin tức xã hội & Sự kiện"
giakutelove22,Mai Hoàng Gia,Việt Nam,86.6,91.6,N/A,747K,"578,5K","6,59%",2.740.957 VND,Thương mại điện tử (không dùng ứng dụng),"Hát nhép, Hài kịch"
tiktokcuacong7,Nghiêm Xuân Công,Việt Nam,78.4,96.5,N/A,"759,5K","436,1K","5,14%",10.300.000 VND,,"Đồ uống & Sản xuất, Nấu ăn & Công thức nấu ăn"
travaminhh,Chà và Minh,Việt Nam,76.4,92.3,N/A,"882,5K",870K,"3,97%",39.537.278 VND,"Sức khỏe, Thiết bị, Sản phẩm gia dụng","Tình yêu & Mối quan hệ lãng mạn, Gia đình"
linkcua,Link Cua,Việt Nam,76.7,93.7,N/A,"1,5M","204,3K","1,94%",5.135.339 VND,"Sức khỏe, Tin tức và Giải trí, Thương mại điện tử (không dùng ứng dụng)",Tình yêu & Mối quan hệ lãng mạn
lielie300401,Lie makeup,Việt Nam,77.8,98.6,N/A,"864,6K","109,3K","5,41%",837.156 VND,,
otis.102,Đỗ Nhật Trường,Việt Nam,78.0,92.3,N/A,"629,2K",829K,"5,10%",2.980.114 VND,,"Âm nhạc, Hát nhép, Nhảy"
khauphankhai,đứa trẻ không có mẹ,Việt Nam,79.7,93.1,N/A,"207,3K",4K,"31,89%",2.185.743 VND,,
ht_cos123,HT COS,Việt Nam,79.2,94.8,N/A,"1,7M","6,7K","11,55%",486.983 VND,"Ứng dụng, Tin tức và Giải trí",Hoạt hình & Cosplay
ngoacshinh0411,Ngoác Shinh,Việt Nam,89.4,95.2,N/A,"426,7K","267,5K","8,10%",2.905.900 VND,"Thiết bị, Thực phẩm và Đồ uống, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Mukbang & Nếm thức ăn, Cuộc sống hàng ngày"
phuongoanh.daily,phuongoanh.daily,Việt Nam,77.7,91.6,N/A,"950,1K","116,7K","3,13%",5.758.784 VND,"Thiết bị, Thực phẩm và Đồ uống, May mặc & Phụ kiện, Thiết bị công nghệ đeo được","Cuộc sống hàng ngày, Phim ảnh & Truyền hình, Khám phá nhà hàng"
nhanphuongchixu,Ngô Xuyến,Việt Nam,89.0,92.3,90.4,"945,4K","273,1K","5,62%",15.000.000 VND,,"Hài kịch, Hướng dẫn & mẹo làm đẹp, Tình yêu & Mối quan hệ lãng mạn"
thuyle2000,Thụy Lê,Việt Nam,78.3,96.5,N/A,"2,6M","212,9K","4,46%",1.314.750 VND,"Thiết bị, Thực phẩm và Đồ uống","Thiết kế & chăm sóc tóc, Cuộc sống hàng ngày"
hoangminhhieu.120418,Hoàng Minh Hiếu,Việt Nam,86.9,93.0,N/A,"2,3M","207,1K","5,15%",20.000.000 VND,,"Hát nhép, Phim ảnh & Truyền hình, Gia đình"
nguyenhanghuong9x,💎 Nguyễn Hằng Hương 💎,Việt Nam,78.4,92.3,N/A,"2,1M","231,3K","3,08%",10.000.000 VND,,"Mukbang & Nếm thức ăn, Trò chơi không phải điện tử, Hài kịch"
tranngoctuyen09,Trần Ngọc Tuyền,Việt Nam,89.2,98.6,N/A,"3,4M",31K,"5,92%",20.000.000 VND,,"Trang phục, Hát nhép, Hướng dẫn & mẹo làm đẹp"
adinhsg,a Dinh,Việt Nam,86.7,91.6,94.4,"1,2M","429,1K","5,01%",7.060.945 VND,Tin tức và Giải trí,"Cuộc sống hàng ngày, Nhà cửa & Vườn tược"
tetote.official,te tò te,Việt Nam,80.6,98.6,N/A,"590,8K","54,3K","2,60%",20.000.000 VND,"Ứng dụng, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp"
meoancathegioi,Nga Phạm ☘️☘️,Việt Nam,75.0,N/A,N/A,1M,"7,6K","3,91%",7.000.000 VND,,"Âm nhạc, Tình yêu & Mối quan hệ lãng mạn, Động lực cuộc sống"
cl.hotbiz,CL HOT-BIZ 🔥 HÓNG HOT SHOWBIZ,Việt Nam,78.8,93.8,N/A,"850,7K","4,4K","4,71%",8.000.000 VND,,"Tin tức giải trí, Âm nhạc"
dangbeo9,DANGBEOO 🇻🇳 IFBB PRO,Việt Nam,85.0,91.6,N/A,"835,7K","120,2K","2,36%",3.576.683 VND,"Sức khỏe, Thể thao và Hoạt động ngoài trời, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Thể dục, Cuộc sống hàng ngày"
lmcgamer_2x,Lê Mạnh Cường,Việt Nam,87.1,N/A,N/A,2M,"402,9K","4,41%",15.000.000 VND,,Trò chơi điện tử
tuanmo.official,Tuấn Mõ,Việt Nam,74.2,N/A,N/A,"1,4M","409,6K","3,23%",13.147.500 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Chăm sóc miệng","Cuộc sống hàng ngày, Nhảy, Phim ảnh & Truyền hình"
nhantamgaming,𝐍𝐓 𝐆𝐀𝐌𝐈𝐍𝐆🔥,Việt Nam,75.2,91.0,N/A,"2,2M","230,8K","3,64%",340.853 VND,,Trò chơi điện tử
pagnes._,Phuong Anh,Việt Nam,78.2,92.4,N/A,"438,9K","60,5K","12,33%",4.523.511 VND,,"Hát nhép, Nhảy"
ngocbich.1008,Ngọc Bích.1008,Việt Nam,76.3,N/A,N/A,"1,4M","161,1K","2,91%",118.609.000 VND,,"Cuộc sống hàng ngày, Hài kịch, Gia đình"
quely94,Cờ Ly,Việt Nam,87.2,90.2,90.4,3M,"728,6K","3,44%",17.017.863 VND,"Làm đẹp và chăm sóc cá nhân, Mẹ & Bé, Chăm sóc da","Cuộc sống hàng ngày, Hài kịch, Gia đình"
tantan_ponpon,Tan Pon,Việt Nam,75.3,91.6,N/A,"1,2M","59,1K",4%,4.500.000 VND,"Làm đẹp và chăm sóc cá nhân, Dưỡng tóc",Hài kịch
_killusion.miv.co,KILLUSION,Việt Nam,72.7,N/A,N/A,"1,6M","21,3K","2,11%",1.740.072 VND,,"Âm nhạc, Cuộc sống hàng ngày, Nhảy"
michellelaix,Michelle Lai✨,Việt Nam,75.1,N/A,N/A,"922,8K","728,9K","6,27%",18.189.630 VND,"Ứng dụng, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Tiểu phẩm, Hài kịch"
ogenus_189,OgeNus 🌊,Việt Nam,76.5,93.7,N/A,"1,1M",816K,"6,10%",4.119.325 VND,,"Âm nhạc, Nhảy"
aley.nguyenx,𝐀𝐋𝐞𝐲ᴮᵃᵉ🪷,Việt Nam,76.1,N/A,N/A,"1,2M","64,1K","3,68%",1.600.000 VND,Tin tức và Giải trí,"Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp, Mukbang & Nếm thức ăn"
ngobaonhixx,Ngọ Bảo Nhi,Việt Nam,88.2,93.7,94.4,"570,4K","114,1K","5,86%",7.540.732 VND,"Làm đẹp và chăm sóc cá nhân, Dịch vụ đời sống, May mặc & Phụ kiện, Mỹ phẩm",Hướng dẫn & mẹo làm đẹp
bduck.aigc,BDUCK_AIGC,Việt Nam,78.5,93.0,N/A,"1,1M","51,2K","5,77%",8.128.891 VND,,"Chăm sóc thú cưng, Trưng bày & đánh giá ẩm thực, Hoạt hình & Cosplay"
ngthanhtuyen_1311,Thanh Tuyến🐰,Việt Nam,90.8,N/A,100.0,"1,1M","211,1K","2,82%",25.000.000 VND,,"Nhảy, Hướng dẫn & mẹo làm đẹp"
minhtruong0708,Minh Trường,Việt Nam,80.5,96.5,N/A,938K,"788,7K","6,13%",6.000.000 VND,,Trò chơi điện tử
thichkhaiquang,thichkhaiquang,Việt Nam,78.2,91.8,N/A,"1,3M",10K,"3,36%",1.614.967 VND,,"Công việc & Sự nghiệp, Mukbang & Nếm thức ăn, Cuộc sống hàng ngày"
sgs.office,Phòng này hề,Việt Nam,81.5,95.8,N/A,"515,6K","276,6K","11,95%",10.000.000 VND,,"Hài kịch, Tiểu phẩm"
hienonha,Hiển Ở Nhà,Việt Nam,87.6,N/A,91.2,"1,1M",184K,"5,03%",4.000.000 VND,,"Mukbang & Nếm thức ăn, Sản phẩm công nghệ & Thử nghiệm, Nhà cửa & Vườn tược"
thouthou_vanila,Thou Bị Cháy🔥🔥🔥,Việt Nam,93.0,90.4,93.6,"1,9M","7,6K","3,55%",7.000.000 VND,"Ứng dụng, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Nhảy, Hướng dẫn & mẹo làm đẹp"
mannhisaymeow,Trần Mẫn Nhi,Việt Nam,88.4,91.6,N/A,"1,7M","39,2K","3,02%",20.000.000 VND,,"Hát nhép, Hướng dẫn & mẹo làm đẹp"
hatrungpr0vjp,Hà Trung,Việt Nam,79.6,98.6,N/A,580K,1M,"10,40%",2.629.500 VND,,"Tình yêu & Mối quan hệ lãng mạn, Nhảy, Hài kịch"
seungthao,🇰🇷Seung Thảo🇻🇳,Việt Nam,77.1,91.6,N/A,"1,4M","630,6K","4,08%",17.448.689 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Mỹ phẩm","Hướng dẫn & mẹo làm đẹp, Gia đình"
cdqtit99,tít ở trên tiktok 🌷,Việt Nam,78.4,96.5,N/A,"878,5K","589,7K","6,10%",25.883.384 VND,,"Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp, Du lịch"
tamtrangbuon_36,𝕸𝖔̣̂𝖙 𝕮𝖍𝖚́𝖙 𝕭𝖚𝖔̂̀𝖓,Việt Nam,75.4,N/A,N/A,"753,9K","32,3K","4,84%",7.681.000 VND,,"Động lực cuộc sống, Âm nhạc, Tình yêu & Mối quan hệ lãng mạn"
d.v.t.g.3.6.9,Đọc Vị Thế Giới,Việt Nam,80.7,93.8,N/A,"543,7K","28,6K","7,64%",2.500.000 VND,,"Tin tức thể thao, Tin tức xã hội & Sự kiện"
hongnhung020997,Hồng Nhung Trần,Việt Nam,85.9,N/A,96.8,"1,5M","50,6K","1,02%",6.000.000 VND,"Thiết bị, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Thể thao truyền thống, Du lịch"
emmersweet,Phương Phương 👩🏻‍🌾,Việt Nam,78.0,90.2,N/A,"884,3K","450,2K","6,67%",45.000.000 VND,Thực phẩm và Đồ uống,"Đồ uống & Sản xuất, Nấu ăn & Công thức nấu ăn"
monstarnicky,Nicky Nicko,Việt Nam,78.7,98.0,N/A,"977,6K","116,7K","13,42%",3.665.288 VND,"Thực phẩm và Đồ uống, Làm đẹp và chăm sóc cá nhân, Nước hoa","Hát nhép, Nhảy"
vekechuyen,Vẽ kể chuyện,Việt Nam,77.4,N/A,N/A,"1,1M","34,3K","5,66%",714.955 VND,,
lohansinger,LOHAN,Việt Nam,78.0,97.4,N/A,"567,2K","26,6K","11,10%",1.747.918 VND,,"Âm nhạc, Nhảy, Phim ảnh & Truyền hình"
2t.action99,2T.Action,Việt Nam,76.3,97.2,N/A,"1,7M","41,6K","5,80%",1.000.000 VND,,Thể thao mạo hiểm
himxngot,✨ 𝐇 𝐈 𝐌 & 𝐍𝐠𝐨̣𝐭 ✨,Việt Nam,78.7,99.3,N/A,1M,"718,3K","6,71%",23.083.689 VND,"Thực phẩm và Đồ uống, Tin tức và Giải trí","Tình yêu & Mối quan hệ lãng mạn, Mukbang & Nếm thức ăn, Nấu ăn & Công thức nấu ăn"
nguyentrungthanh2010,Rôsi 17🎊,Việt Nam,88.5,N/A,N/A,"1,3M","111,4K","5,55%",1.500.000 VND,,Trò chơi điện tử
kinhhienvi,Kính Hiển Vi,Việt Nam,75.8,N/A,N/A,2M,"9,2K",2%,13.147.500 VND,,Nhân văn & Khoa học
zio.b99,Zio.B,Việt Nam,77.8,93.0,N/A,"944,3K","76,2K","5,58%",5.000.000 VND,"Làm đẹp và chăm sóc cá nhân, Sản phẩm vệ sinh phụ nữ","Gia đình, Âm nhạc"
chiendoo,Chiến Đỗ🔫,Việt Nam,74.2,N/A,N/A,"5,6M","413,1K","5,42%",7.760.121 VND,Tin tức và Giải trí,"Trang phục, Hài kịch"
haiembelai,Ba Em Bé Lai 🇻🇳🇬🇧,Việt Nam,77.9,90.9,N/A,"1,3M",607K,"3,54%",20.278.965 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, Mẹ & Bé, Sản phẩm chăm sóc cá nhân và làm đẹp khác",Gia đình
lienhuong2003,lienhuong2003,Việt Nam,76.4,90.2,N/A,"718,6K","102,2K","4,71%",8.444.342 VND,"Sức khỏe, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Chăm sóc da","Trang phục, Nhảy, Hướng dẫn & mẹo làm đẹp"
damduc.review,DamDuc,Việt Nam,90.3,N/A,91.2,"3,8M","125,1K","2,64%",26.295.000 VND,"Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Dịch vụ đời sống, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Mukbang & Nếm thức ăn, Sản phẩm công nghệ & Thử nghiệm"
roomie.study,Roomie Study,Việt Nam,76.9,N/A,N/A,"654,1K","14,9K","12,56%",433.837 VND,"Tin tức và Giải trí, Giáo dục","Nhân văn & Khoa học, Giáo dục học đường"
sunseeshowbiz,SUNSEEshowbiz,Việt Nam,78.4,92.3,N/A,"591,9K","5,9K","2,76%",1.007.647 VND,Tin tức và Giải trí,"Tin tức giải trí, Phim ảnh & Truyền hình"
xoainon.official,Xoài Official,Việt Nam,77.0,94.4,N/A,"1,9M","573,3K","3,44%",28.161.850 VND,,"Trang phục, Hướng dẫn & mẹo làm đẹp"
hcb_102,Hoàng CửuBảo - LãoCửu🫦,Việt Nam,78.4,93.7,N/A,"795,2K","893,5K","7,05%",33.593.437 VND,"Làm đẹp và chăm sóc cá nhân, Dịch vụ đời sống, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Mukbang & Nếm thức ăn, Hài kịch, Âm nhạc"
phminhat,nhat pham,Việt Nam,82.7,99.3,N/A,"266,6K","44,4K","9,96%",5.928.019 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, Mỹ phẩm",Trang phục
leduongthanhtattoo,Lê Dương Thanh,Việt Nam,77.4,N/A,N/A,"1,6M","135,6K","2,87%",25.000.000 VND,,"Thời trang và Nghệ thuật cơ thể, Cuộc sống hàng ngày, Hài kịch"
ngulong.official,Ngự Long 🇻🇳,Việt Nam,74.5,N/A,N/A,1M,"244,9K","7,57%",20.000.000 VND,Tin tức và Giải trí,Cuộc sống hàng ngày
artist_duyphuoc,Duy Phuoc,Việt Nam,72.8,N/A,N/A,"1,2M","32,3K","3,21%",2.847.639 VND,,"Âm nhạc, Cuộc sống hàng ngày"
knkewt,Khánh Như,Việt Nam,76.1,N/A,N/A,"511,6K",33K,"6,32%",1.943.942 VND,,"Hát nhép, Nhảy"
phucbinhyenofficial,Phúc Bình Yên,Việt Nam,77.1,90.2,N/A,"567,4K","600,7K","6,24%",5.531.506 VND,"Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Chăm sóc da",Hài kịch
laihoangtramanh,Lại Hoàng Trâm Anh,Việt Nam,78.2,91.6,N/A,"566,9K","168,9K","12,99%",2.500.000 VND,,"Cuộc sống hàng ngày, Hài kịch, Hướng dẫn & mẹo làm đẹp"
dundundiary,Nguyễn Phương Dung,Việt Nam,74.7,90.2,N/A,"920,9K","204,9K","3,36%",8.113.979 VND,"Sức khỏe, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Nhảy, Hướng dẫn & mẹo làm đẹp"
duynguyenteam,Duy Nguyễn team,Việt Nam,77.4,90.9,N/A,"896,6K",120K,"3,96%",3.070.453 VND,,"Ô tô, Hài kịch"
kim.studio_81hoang.ngan,Dammenhay,Việt Nam,78.5,94.5,N/A,"1,1M","34,7K","16,07%",550.272 VND,,Nhảy
chamcan5official.ik,Cham Cân 5,Việt Nam,78.3,N/A,N/A,"968,3K","56,1K","4,54%",50.000.000 VND,,Trò chơi điện tử
khongphaibacsi,Không Phải Là Bác Sĩ,Việt Nam,81.3,96.5,N/A,"517,3K","143,5K","8,35%",2.706.018 VND,Giáo dục,"Giáo dục học đường, Phát triển nghề nghiệp, Nhân văn & Khoa học"
quynhtranjp_official,QuynhTranJP,Việt Nam,73.5,N/A,N/A,"1,1M","120,7K","2,35%",65.000.000 VND,,"Nấu ăn & Công thức nấu ăn, Cuộc sống hàng ngày, Nhà cửa & Vườn tược"
binchuot,Bin Chuột 🐹,Việt Nam,87.5,93.0,91.2,"588,6K","52,4K","3,68%",4.303.732 VND,"Sức khỏe, Ứng dụng, Làm đẹp và chăm sóc cá nhân, Chăm sóc da",Hài kịch
baohannehihi,baohannguyenxhelia,Việt Nam,75.7,93.0,N/A,"742,5K","376,1K","6,14%",7.245.308 VND,,Hát nhép
vixu.official,𝓥𝓲 𝓧𝓾 🌹,Việt Nam,73.7,N/A,N/A,"1,4M","22,9K",3%,213.797 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Chăm sóc da",Cuộc sống hàng ngày
_ngadangiuvocungluon_,xính lao,Việt Nam,95.7,97.9,91.2,"556,9K","148,3K","18,25%",5.000.000 VND,,"Hát nhép, Hướng dẫn & mẹo làm đẹp"
pn.bn_130302,Ngọc Ngọc 💎 ( Mẹ Ken - Heni ),Việt Nam,90.3,97.9,N/A,"746,3K","26,8K","5,02%",3.000.000 VND,,"Trang phục, Bé, Gia đình"
duckoi2k,Đức_Kòi👾,Việt Nam,75.3,N/A,N/A,"4,2M","616,1K","3,55%",9.442.842 VND,"Ứng dụng, Tin tức và Giải trí","Nhảy, Hài kịch"
hacookie__,✿ Hà Bánh Quy ✿,Việt Nam,71.0,N/A,N/A,"1,1M","117,6K","3,89%",2.215.177 VND,"Sức khỏe, Ứng dụng, Làm đẹp và chăm sóc cá nhân, Chăm sóc da",Hướng dẫn & mẹo làm đẹp
mcdiutien_hotmom,MC DỊU TIÊN HOTMOM,Việt Nam,76.2,N/A,N/A,"525,4K","503,4K","10,55%",5.000.000 VND,"Sản phẩm gia dụng, Làm đẹp và chăm sóc cá nhân, Mẹ & Bé, Sản phẩm chăm sóc cá nhân và làm đẹp khác","Gia đình, Thiết kế & chăm sóc tóc"
srinpainting_3306,Srin ✏️📒,Việt Nam,79.3,94.4,N/A,"641,9K","181,9K","7,48%",200.000 VND,,Nghệ thuật
phathuynhpham,Phát Huỳnh Phẩm,Việt Nam,75.8,91.6,N/A,"721,6K","452,6K","6,54%",9.690.625 VND,"Làm đẹp và chăm sóc cá nhân, Nước hoa","Trang phục, Ô tô, Cuộc sống hàng ngày"
minhreview99,Minh Review,Việt Nam,75.1,N/A,N/A,"588,6K","245,4K","6,75%",8.642.663 VND,Game,"Phim ảnh & Truyền hình, Hoạt hình & Cosplay"
vietnam.star,VIETNAM STAR,Việt Nam,78.5,92.4,N/A,"449,7K","152,5K","7,65%",3.392.753 VND,,"Tin tức giải trí, Phim ảnh & Truyền hình"
buddy_ltn,Là Tui Nè,Việt Nam,80.4,98.6,N/A,"729,3K","302,3K","15,27%",7.000.000 VND,"Ứng dụng, Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Sản phẩm chăm sóc cá nhân và làm đẹp khác",Hài kịch
cuutrangne,Cừu trắng nè,Việt Nam,79.8,97.3,N/A,"347,5K","114,6K","12,48%",6.063.615 VND,,Hoạt hình & Cosplay
sayhitothew,Huyen Phuong Nguyen,Việt Nam,75.0,90.3,N/A,1M,"101,6K","6,13%",5.642.652 VND,"Tin tức và Giải trí, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Mỹ phẩm","Phát triển nghề nghiệp, Hướng dẫn & mẹo làm đẹp"
icyfoxxvn,ɪᴄʏ•ғᴏxx,Việt Nam,76.9,N/A,N/A,"472,1K","109,4K","7,63%",2.500.000 VND,,Trò chơi điện tử
mun.xinhh.depa,Mun,Việt Nam,77.4,90.9,N/A,"617,5K","111,5K","6,44%",4.000.000 VND,,"Hát nhép, Ảnh tự chụp"
phamhieu9990,Bảo Đăng Phạm,Việt Nam,78.6,90.2,N/A,"974,9K","1,1M","3,79%",36.878.857 VND,"Ứng dụng, Thực phẩm và Đồ uống",Nấu ăn & Công thức nấu ăn
reallongr,LongR,Việt Nam,91.6,93.0,91.2,"1,1M","865,8K","5,71%",10.000.000 VND,,"Trang phục, Trò chơi điện tử, Nhảy"
lienbinhphat,Liên Bỉnh Phát,Việt Nam,77.5,93.0,N/A,"656,3K","76,8K","6,51%",3.019.344 VND,,Phim ảnh & Truyền hình
bevanhcuteboy,Vanh học giỏi 🤓,Việt Nam,91.1,95.1,N/A,"691,6K","88,9K","5,12%",1.314.750 VND,"Sức khỏe, Làm đẹp và chăm sóc cá nhân, Thương mại điện tử (không dùng ứng dụng), Chăm sóc da","Tình yêu & Mối quan hệ lãng mạn, Hài kịch"
saigon_xanh,Sài Gòn Xanh 🍀,Việt Nam,77.3,93.7,N/A,"3,5M","68,6K","8,23%",2.629.500 VND,Tin tức và Giải trí,"Tin tức xã hội & Sự kiện, Công việc & Sự nghiệp, Cuộc sống hàng ngày"
xiuling4226,xiuling,Việt Nam,79.5,95.8,N/A,"414,6K","273,4K","12,03%",18.464.723 VND,,"Cuộc sống hàng ngày, Hướng dẫn & mẹo làm đẹp"
